airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Indigo,2019-06-12,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No Info,4823
Air India,2019-05-06,Kolkata,Banglore,05:50:00,20:25:00,875,2.0,No Info,10991
Air India,2019-03-09,Banglore,New Delhi,22:00:00,11:05:00,785,1.0,No Info,8425
Multiple Carriers,2019-06-12,Delhi,Cochin,08:00:00,19:00:00,660,1.0,No Info,12192
Multiple Carriers,2019-03-06,Delhi,Cochin,02:15:00,15:30:00,795,1.0,No Info,17057
Air India,2019-03-21,Delhi,Cochin,23:00:00,19:15:00,1215,1.0,No Info,6745
Multiple Carriers,2019-06-09,Delhi,Cochin,07:05:00,22:30:00,925,1.0,No Info,9646
Jet Airways,2019-03-18,Banglore,New Delhi,07:00:00,15:15:00,495,1.0,No Info,12284
Spicejet,2019-04-12,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No check-in baggage included,3841
Jet Airways,2019-06-06,Kolkata,Banglore,14:05:00,20:45:00,400,1.0,No Info,14571
Air India,2019-03-06,Mumbai,Hyderabad,20:15:00,09:15:00,780,1.0,No Info,9535
Jet Airways,2019-03-18,Banglore,New Delhi,22:50:00,08:15:00,565,1.0,No Info,13555
Indigo,2019-03-24,Kolkata,Banglore,22:10:00,00:55:00,165,0.0,No Info,6985
Spicejet,2019-05-24,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3841
Multiple Carriers,2019-05-15,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No Info,8073
Air India,2019-06-12,Delhi,Cochin,17:40:00,08:15:00,875,1.0,No Info,8991
Jet Airways,2019-06-12,Banglore,Delhi,06:00:00,08:45:00,165,0.0,In-flight meal not included,6478
Multiple Carriers,2019-06-27,Delhi,Cochin,09:15:00,19:15:00,600,1.0,No Info,8099
Spicejet,2019-04-06,Kolkata,Banglore,14:55:00,17:25:00,150,0.0,No check-in baggage included,3841
Jet Airways,2019-05-03,Banglore,Delhi,07:10:00,10:10:00,180,0.0,No Info,7229
Jet Airways,2019-03-15,Banglore,New Delhi,11:40:00,18:25:00,405,1.0,In-flight meal not included,9134
Jet Airways,2019-05-06,Kolkata,Banglore,20:25:00,21:05:00,1480,1.0,No Info,13067
Spicejet,2019-03-09,Banglore,New Delhi,20:30:00,23:20:00,170,0.0,No Info,5126
Air India,2019-03-03,Delhi,Cochin,05:55:00,07:40:00,1545,2.0,No Info,15428
Multiple Carriers,2019-05-21,Delhi,Cochin,07:00:00,21:00:00,840,1.0,No Info,7888
Jet Airways,2019-06-09,Kolkata,Banglore,20:25:00,21:05:00,1480,1.0,No Info,12692
Indigo,2019-05-21,Banglore,Delhi,00:30:00,03:25:00,175,0.0,No Info,3419
Indigo,2019-06-03,Kolkata,Banglore,04:40:00,07:15:00,155,0.0,No Info,5224
Air India,2019-06-06,Delhi,Cochin,12:55:00,19:15:00,1820,2.0,No Info,12646
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,09:20:00,1155,1.0,In-flight meal not included,8529
Air India,2019-06-21,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No Info,6961
Indigo,2019-05-15,Delhi,Cochin,06:50:00,16:10:00,560,1.0,No Info,6442
Jet Airways,2019-06-12,Delhi,Cochin,14:35:00,12:35:00,1320,2.0,In-flight meal not included,10919
Indigo,2019-04-12,Banglore,Delhi,06:05:00,08:50:00,165,0.0,No Info,4990
Air India,2019-04-27,Delhi,Cochin,05:15:00,06:50:00,1535,1.0,No Info,6587
Indigo,2019-06-03,Banglore,Delhi,16:55:00,19:55:00,180,0.0,No Info,4823
Air India,2019-05-21,Kolkata,Banglore,09:50:00,08:55:00,1385,2.0,No Info,14960
Indigo,2019-05-03,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No Info,4823
Jet Airways,2019-03-12,Banglore,New Delhi,16:55:00,07:40:00,885,1.0,No Info,13817
Jet Airways,2019-04-18,Banglore,Delhi,18:55:00,22:00:00,185,0.0,No Info,7229
Jet Airways,2019-05-21,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,4030
Air India,2019-05-24,Kolkata,Banglore,10:00:00,20:25:00,625,1.0,No Info,10413
Indigo,2019-03-03,Delhi,Cochin,08:35:00,22:20:00,825,1.0,No Info,10236
Spicejet,2019-05-09,Chennai,Kolkata,09:45:00,12:00:00,135,0.0,No Info,3597
Jet Airways,2019-05-15,Kolkata,Banglore,14:05:00,22:35:00,510,1.0,No Info,14781
Multiple Carriers,2019-06-12,Delhi,Cochin,06:00:00,21:00:00,900,1.0,No Info,7005
Jet Airways,2019-06-09,Delhi,Cochin,18:15:00,19:00:00,1485,1.0,In-flight meal not included,10577
Air India,2019-05-03,Banglore,Delhi,06:10:00,08:55:00,165,0.0,No Info,5228
Multiple Carriers,2019-03-27,Delhi,Cochin,10:45:00,18:50:00,485,1.0,No Info,11622
Indigo,2019-05-27,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,4804
Indigo,2019-04-18,Banglore,Delhi,10:10:00,13:00:00,170,0.0,No Info,4591
Multiple Carriers,2019-06-27,Delhi,Cochin,11:25:00,19:15:00,470,1.0,No Info,7155
Multiple Carriers,2019-05-15,Delhi,Cochin,06:00:00,12:35:00,395,1.0,No Info,9794
Indigo,2019-06-09,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No Info,4804
Air India,2019-03-18,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No Info,5170
Indigo,2019-03-24,Banglore,New Delhi,22:20:00,01:10:00,170,0.0,No Info,4377
Indigo,2019-05-21,Mumbai,Hyderabad,02:35:00,04:05:00,90,0.0,No Info,2754
Air India,2019-05-01,Kolkata,Banglore,16:50:00,07:55:00,905,1.0,No Info,8366
Spicejet,2019-06-06,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No check-in baggage included,3841
Indigo,2019-05-06,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,4804
Spicejet,2019-03-21,Banglore,New Delhi,10:20:00,18:15:00,475,1.0,No Info,7139
Jet Airways,2019-04-01,Kolkata,Banglore,08:25:00,20:45:00,740,1.0,In-flight meal not included,7064
Jet Airways,2019-03-09,Delhi,Cochin,08:00:00,19:45:00,705,1.0,No Info,17549
Spicejet,2019-03-01,Kolkata,Banglore,06:55:00,09:35:00,160,0.0,No Info,4622
Indigo,2019-06-09,Kolkata,Banglore,06:20:00,10:20:00,240,1.0,No Info,4226
Multiple Carriers,2019-05-15,Delhi,Cochin,10:00:00,21:00:00,660,1.0,No Info,8073
Jet Airways,2019-06-03,Delhi,Cochin,19:15:00,04:25:00,550,1.0,In-flight meal not included,10262
Jet Airways,2019-05-18,Delhi,Cochin,09:00:00,04:25:00,1165,1.0,In-flight meal not included,12373
Indigo,2019-05-09,Delhi,Cochin,05:35:00,08:50:00,195,0.0,No Info,5000
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,10:05:00,910,1.0,No Info,13731
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,04:40:00,730,1.0,In-flight meal not included,6224
Air India,2019-03-03,Banglore,New Delhi,17:25:00,08:45:00,920,2.0,No Info,11570
Jet Airways,2019-03-18,Banglore,New Delhi,05:45:00,15:15:00,570,1.0,No Info,12284
Jet Airways,2019-05-27,Delhi,Cochin,02:15:00,12:35:00,620,1.0,In-flight meal not included,10152
Vistara,2019-05-01,Kolkata,Banglore,20:20:00,20:20:00,1440,1.0,No Info,8610
Air India,2019-06-09,Mumbai,Hyderabad,15:00:00,16:25:00,85,0.0,No Info,3100
Indigo,2019-03-01,Kolkata,Banglore,15:10:00,17:45:00,155,0.0,No Info,6565
Indigo,2019-03-03,Delhi,Cochin,02:00:00,07:45:00,345,1.0,No Info,9257
Multiple Carriers,2019-05-15,Delhi,Cochin,17:30:00,01:30:00,480,1.0,No Info,13727
Jet Airways,2019-05-21,Kolkata,Banglore,18:55:00,04:40:00,585,1.0,In-flight meal not included,9663
Indigo,2019-05-03,Kolkata,Banglore,15:30:00,18:05:00,155,0.0,No Info,4804
Jet Airways,2019-03-18,Banglore,New Delhi,16:55:00,23:00:00,365,1.0,In-flight meal not included,11087
Jet Airways,2019-06-15,Delhi,Cochin,07:05:00,04:25:00,1280,1.0,In-flight meal not included,10262
Jet Airways,2019-03-21,Banglore,New Delhi,08:55:00,23:00:00,845,1.0,In-flight meal not included,6992
Indigo,2019-06-01,Delhi,Cochin,17:30:00,01:30:00,480,1.0,No Info,6628
Indigo,2019-06-06,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,4804
Indigo,2019-03-24,Banglore,New Delhi,07:10:00,10:05:00,175,0.0,No Info,6144
Jet Airways,2019-06-06,Kolkata,Banglore,06:30:00,04:40:00,1330,1.0,No Info,13731
Air India,2019-03-03,Delhi,Cochin,17:15:00,19:15:00,1560,2.0,No Info,13442
Indigo,2019-05-12,Delhi,Cochin,21:05:00,00:20:00,195,0.0,No Info,8626
Air India,2019-06-09,Kolkata,Banglore,10:00:00,20:25:00,625,1.0,No Info,10413
Spicejet,2019-05-18,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No check-in baggage included,3573
Jet Airways,2019-06-24,Delhi,Cochin,20:00:00,04:25:00,505,2.0,In-flight meal not included,12410
Air India,2019-05-21,Kolkata,Banglore,14:35:00,14:35:00,1440,1.0,No Info,6528
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,23:25:00,1575,1.0,In-flight meal not included,10031
Air India,2019-03-24,Banglore,New Delhi,13:20:00,16:10:00,170,0.0,No Info,4441
Jet Airways,2019-03-21,Delhi,Cochin,07:05:00,18:50:00,705,1.0,No Info,12767
Multiple Carriers,2019-06-03,Delhi,Cochin,15:15:00,01:30:00,615,1.0,No Info,6795
Jet Airways,2019-04-01,Banglore,Delhi,06:00:00,08:45:00,165,0.0,In-flight meal not included,4544
Air India,2019-05-15,Delhi,Cochin,12:55:00,19:15:00,1820,2.0,No Info,13486
Jet Airways,2019-06-27,Delhi,Cochin,21:50:00,12:35:00,885,1.0,In-flight meal not included,10262
Multiple Carriers,2019-05-09,Delhi,Cochin,07:30:00,19:15:00,705,1.0,No Info,8266
Jet Airways,2019-05-18,Delhi,Cochin,18:15:00,12:35:00,1100,1.0,In-flight meal not included,12373
Multiple Carriers,2019-06-03,Delhi,Cochin,07:00:00,21:00:00,840,1.0,No Info,7618
Jet Airways,2019-06-03,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,5769
Jet Airways,2019-06-06,Delhi,Cochin,13:00:00,04:25:00,925,1.0,In-flight meal not included,10262
Spicejet,2019-05-21,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No check-in baggage included,3573
Multiple Carriers,2019-06-27,Delhi,Cochin,07:30:00,19:00:00,690,1.0,No Info,11789
Jet Airways,2019-04-01,Kolkata,Banglore,20:25:00,09:45:00,800,1.0,No Info,14151
Jet Airways,2019-03-21,Delhi,Cochin,22:00:00,18:50:00,1250,1.0,In-flight meal not included,6017
Air India,2019-04-21,Banglore,Delhi,13:20:00,16:10:00,170,0.0,No Info,6121
Jet Airways,2019-03-12,Banglore,New Delhi,20:35:00,09:30:00,775,1.0,In-flight meal not included,11087
Jet Airways,2019-06-27,Delhi,Cochin,11:30:00,19:00:00,450,1.0,In-flight meal not included,10262
Multiple Carriers,2019-03-21,Delhi,Cochin,10:00:00,01:35:00,935,1.0,No Info,8098
Air India,2019-05-24,Kolkata,Banglore,05:50:00,13:15:00,445,2.0,No Info,7662
Spicejet,2019-05-27,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No check-in baggage included,3841
Indigo,2019-06-12,Mumbai,Hyderabad,09:10:00,10:40:00,90,0.0,No Info,4049
Air India,2019-03-12,Mumbai,Hyderabad,09:15:00,09:15:00,1440,1.0,No Info,8065
Vistara,2019-05-15,Kolkata,Banglore,17:00:00,20:20:00,1640,1.0,No Info,8610
Spicejet,2019-06-27,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No check-in baggage included,3543
Air India,2019-06-06,Kolkata,Banglore,05:50:00,12:30:00,1840,2.0,No Info,12723
Jet Airways,2019-03-15,Banglore,New Delhi,08:55:00,08:15:00,1400,1.0,In-flight meal not included,10405
Jet Airways,2019-03-27,Delhi,Cochin,19:15:00,04:25:00,550,1.0,In-flight meal not included,6540
Jet Airways,2019-05-21,Delhi,Cochin,16:00:00,19:00:00,1620,1.0,In-flight meal not included,12898
Air India,2019-03-27,Delhi,Cochin,05:00:00,19:15:00,2295,2.0,No Info,8026
Jet Airways,2019-04-03,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,No Info,5678
Jet Airways,2019-06-06,Delhi,Cochin,16:00:00,04:25:00,745,1.0,No Info,14714
Indigo,2019-06-27,Banglore,Delhi,18:25:00,21:20:00,175,0.0,No Info,4823
Spicejet,2019-06-15,Kolkata,Banglore,14:55:00,17:25:00,150,0.0,No check-in baggage included,3841
Indigo,2019-05-27,Delhi,Cochin,02:00:00,07:25:00,325,1.0,No Info,7164
Indigo,2019-05-24,Kolkata,Banglore,22:15:00,00:50:00,155,0.0,No Info,4804
Indigo,2019-03-21,Kolkata,Banglore,22:10:00,00:55:00,165,0.0,No Info,4148
Jet Airways,2019-05-18,Delhi,Cochin,13:25:00,19:00:00,1775,2.0,No Info,16704
Multiple Carriers,2019-03-09,Delhi,Cochin,15:15:00,01:35:00,620,1.0,No Info,15200
Jet Airways,2019-06-06,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,No Info,5678
Jet Airways,2019-05-21,Delhi,Cochin,19:10:00,19:00:00,1430,2.0,No Info,15129
Jet Airways,2019-06-27,Delhi,Cochin,23:05:00,12:35:00,810,2.0,No Info,12819
Indigo,2019-06-01,Delhi,Cochin,06:50:00,22:30:00,940,1.0,No Info,6442
Air India,2019-03-24,Kolkata,Banglore,14:35:00,14:35:00,1440,1.0,No Info,6241
Goair,2019-05-01,Kolkata,Banglore,23:30:00,07:45:00,495,1.0,No Info,6686
Indigo,2019-06-06,Delhi,Cochin,06:40:00,21:00:00,860,1.0,No Info,6093
Jet Airways,2019-05-27,Delhi,Cochin,20:00:00,04:25:00,505,2.0,No Info,16263
Air India,2019-03-01,Banglore,New Delhi,11:50:00,08:55:00,1265,1.0,1 Long layover,14594
Multiple Carriers,2019-06-03,Delhi,Cochin,06:40:00,19:00:00,740,1.0,No Info,10877
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,12:00:00,330,1.0,No Info,13941
Vistara,2019-05-09,Kolkata,Banglore,07:10:00,23:25:00,975,1.0,No Info,8085
Jet Airways,2019-05-27,Banglore,Delhi,07:10:00,10:10:00,180,0.0,No Info,7229
Jet Airways,2019-03-12,Banglore,New Delhi,20:35:00,19:10:00,1355,1.0,In-flight meal not included,11087
Jet Airways,2019-05-27,Banglore,Delhi,08:20:00,11:20:00,180,0.0,No Info,7229
Air Asia,2019-05-18,Kolkata,Banglore,10:20:00,12:55:00,155,0.0,No Info,5645
Jet Airways,2019-03-06,Banglore,New Delhi,20:35:00,08:15:00,700,1.0,No Info,16736
Multiple Carriers,2019-03-21,Delhi,Cochin,07:00:00,13:20:00,380,1.0,No Info,9042
Jet Airways,2019-06-12,Delhi,Cochin,20:55:00,12:35:00,940,1.0,In-flight meal not included,10262
Spicejet,2019-03-09,Mumbai,Hyderabad,05:45:00,07:05:00,80,0.0,No Info,4391
Air India,2019-06-09,Kolkata,Banglore,09:25:00,07:55:00,1350,1.0,No Info,8366
Jet Airways,2019-04-01,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,3205
Air Asia,2019-05-27,Banglore,Delhi,23:55:00,02:45:00,170,0.0,No Info,3383
Jet Airways,2019-05-09,Delhi,Cochin,21:50:00,19:00:00,1270,1.0,No Info,15554
Jet Airways,2019-06-01,Delhi,Cochin,09:40:00,19:00:00,560,2.0,In-flight meal not included,10368
Air India,2019-05-24,Kolkata,Banglore,12:00:00,18:30:00,1830,2.0,No Info,10151
Air India,2019-06-06,Delhi,Cochin,05:55:00,19:15:00,800,2.0,No Info,10861
Air India,2019-04-03,Kolkata,Banglore,09:10:00,04:40:00,1170,2.0,No Info,4647
Indigo,2019-06-03,Delhi,Cochin,15:10:00,20:00:00,290,1.0,No Info,6493
Multiple Carriers,2019-06-12,Delhi,Cochin,13:00:00,01:30:00,750,1.0,No Info,7198
Indigo,2019-03-03,Delhi,Cochin,07:30:00,21:00:00,810,1.0,No Info,14871
Air Asia,2019-04-27,Delhi,Cochin,07:55:00,22:25:00,870,1.0,No Info,6451
Air Asia,2019-05-03,Kolkata,Banglore,10:20:00,12:55:00,155,0.0,No Info,4409
Air India,2019-04-01,Kolkata,Banglore,17:30:00,12:00:00,1110,1.0,No Info,7893
Jet Airways,2019-03-03,Delhi,Cochin,18:20:00,18:50:00,1470,2.0,No Info,20747
Multiple Carriers,2019-06-06,Delhi,Cochin,08:00:00,19:15:00,675,1.0,No Info,14848
Spicejet,2019-04-01,Delhi,Cochin,06:05:00,11:20:00,315,1.0,No Info,5351
Air India,2019-03-21,Delhi,Cochin,17:20:00,09:25:00,965,1.0,No Info,6482
Spicejet,2019-05-15,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No check-in baggage included,3543
Jet Airways,2019-06-03,Delhi,Cochin,19:45:00,19:00:00,1395,1.0,In-flight meal not included,10262
Spicejet,2019-03-09,Banglore,New Delhi,05:45:00,08:35:00,170,0.0,No Info,5126
Jet Airways,2019-03-06,Banglore,New Delhi,21:25:00,21:20:00,1435,1.0,No Info,17471
Jet Airways,2019-05-09,Delhi,Cochin,23:05:00,19:00:00,1195,2.0,No Info,15129
Air India,2019-06-12,Kolkata,Banglore,12:00:00,18:30:00,1830,2.0,No Info,9416
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,16:20:00,1430,1.0,In-flight meal not included,10844
Indigo,2019-03-09,Kolkata,Banglore,15:20:00,17:55:00,155,0.0,No Info,4148
Air India,2019-03-06,Delhi,Cochin,09:00:00,19:15:00,615,1.0,No Info,15284
Multiple Carriers,2019-03-27,Delhi,Cochin,06:00:00,21:00:00,900,1.0,No Info,8055
Air India,2019-06-06,Delhi,Cochin,13:20:00,07:40:00,1100,2.0,No Info,12751
Vistara,2019-04-09,Banglore,Delhi,07:00:00,09:40:00,160,0.0,No Info,5403
Jet Airways,2019-03-21,Banglore,New Delhi,08:00:00,23:00:00,900,1.0,In-flight meal not included,7832
Air India,2019-03-01,Banglore,New Delhi,11:50:00,23:55:00,725,1.0,Change airports,26092
Goair,2019-04-12,Banglore,Delhi,20:55:00,23:40:00,165,0.0,No Info,6722
Jet Airways,2019-05-21,Delhi,Cochin,05:30:00,12:35:00,425,2.0,No Info,16274
Air India,2019-06-12,Delhi,Cochin,09:45:00,09:25:00,1420,2.0,No Info,10975
Jet Airways,2019-06-06,Delhi,Cochin,14:00:00,04:25:00,865,1.0,No Info,14714
Air India,2019-05-09,Kolkata,Banglore,09:25:00,07:55:00,1350,1.0,No Info,8366
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,09:20:00,800,1.0,In-flight meal not included,10844
Multiple Carriers,2019-06-15,Delhi,Cochin,10:00:00,19:15:00,555,1.0,No Info,16108
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,18:15:00,705,1.0,No Info,14781
Indigo,2019-06-27,Delhi,Cochin,23:30:00,04:35:00,305,1.0,No Info,9165
Jet Airways,2019-06-01,Delhi,Cochin,07:05:00,19:00:00,715,1.0,In-flight meal not included,15190
Spicejet,2019-06-03,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No Info,2017
Air India,2019-06-03,Delhi,Cochin,17:20:00,09:25:00,965,1.0,No Info,7480
Spicejet,2019-03-24,Banglore,New Delhi,20:30:00,23:20:00,170,0.0,No Info,5575
Spicejet,2019-05-12,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No Info,4423
Air India,2019-05-18,Delhi,Cochin,22:00:00,19:15:00,1275,2.0,No Info,11228
Air India,2019-05-06,Kolkata,Banglore,17:30:00,08:55:00,925,1.0,No Info,10203
Jet Airways,2019-05-21,Kolkata,Banglore,18:55:00,04:40:00,585,1.0,No Info,14388
Indigo,2019-05-09,Delhi,Cochin,06:50:00,22:30:00,940,1.0,No Info,6734
Air India,2019-05-01,Banglore,Delhi,21:05:00,23:55:00,170,0.0,No Info,6121
Indigo,2019-05-12,Mumbai,Hyderabad,20:05:00,21:40:00,95,0.0,No Info,2227
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,19:40:00,1605,1.0,In-flight meal not included,11134
Multiple Carriers,2019-03-27,Delhi,Cochin,08:00:00,21:00:00,780,1.0,No Info,6883
Indigo,2019-03-24,Chennai,Kolkata,19:35:00,21:55:00,140,0.0,No Info,7295
Indigo,2019-05-27,Delhi,Cochin,20:25:00,01:30:00,305,1.0,No Info,5054
Air India,2019-03-06,Delhi,Cochin,19:45:00,19:15:00,1410,2.0,No Info,12646
Indigo,2019-05-01,Banglore,Delhi,13:00:00,15:50:00,170,0.0,No Info,4423
Jet Airways,2019-06-12,Kolkata,Banglore,08:25:00,10:05:00,1540,1.0,In-flight meal not included,8529
Vistara,2019-04-12,Banglore,Delhi,21:00:00,23:50:00,170,0.0,No Info,5613
Jet Airways,2019-05-01,Kolkata,Banglore,20:25:00,14:25:00,1080,1.0,In-flight meal not included,9314
Air India,2019-05-18,Kolkata,Banglore,08:20:00,21:50:00,810,2.0,No Info,10697
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,08:15:00,735,1.0,In-flight meal not included,8586
Jet Airways,2019-03-27,Delhi,Cochin,05:10:00,19:45:00,2315,2.0,In-flight meal not included,8098
Air India,2019-05-24,Banglore,Delhi,06:10:00,08:55:00,165,0.0,No Info,8273
Indigo,2019-03-01,Banglore,New Delhi,21:20:00,00:15:00,175,0.0,No Info,12649
Jet Airways,2019-03-27,Delhi,Cochin,17:30:00,04:25:00,655,1.0,In-flight meal not included,6540
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,18:15:00,1690,1.0,In-flight meal not included,8529
Spicejet,2019-04-01,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No Info,3971
Indigo,2019-05-15,Chennai,Kolkata,05:15:00,07:40:00,145,0.0,No Info,3540
Air India,2019-06-12,Delhi,Cochin,10:55:00,19:15:00,500,2.0,No Info,11753
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,09:45:00,1005,1.0,No Info,14151
Indigo,2019-03-24,Kolkata,Banglore,10:10:00,12:55:00,165,0.0,No Info,6565
Air India,2019-05-15,Kolkata,Banglore,16:45:00,12:30:00,1185,2.0,No Info,14960
Vistara,2019-06-09,Kolkata,Banglore,07:10:00,09:05:00,1555,1.0,No Info,9397
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,09:45:00,1450,1.0,In-flight meal not included,10539
Jet Airways,2019-03-06,Mumbai,Hyderabad,07:10:00,08:35:00,85,0.0,No Info,9536
Indigo,2019-05-12,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No Info,4332
Multiple Carriers,2019-06-24,Delhi,Cochin,07:30:00,19:15:00,705,1.0,No Info,7354
Spicejet,2019-06-24,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,3597
Multiple Carriers,2019-03-27,Delhi,Cochin,07:00:00,21:00:00,840,1.0,No Info,6358
Spicejet,2019-06-24,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No check-in baggage included,1965
Air India,2019-03-24,Kolkata,Banglore,07:00:00,01:20:00,1100,2.0,No Info,13428
Indigo,2019-05-15,Delhi,Cochin,21:50:00,03:35:00,345,1.0,No Info,7189
Vistara,2019-06-06,Banglore,Delhi,07:00:00,09:40:00,160,0.0,No Info,4668
Multiple Carriers,2019-05-21,Delhi,Cochin,17:30:00,01:30:00,480,1.0,No Info,14067
Vistara,2019-06-12,Kolkata,Banglore,07:10:00,20:20:00,790,1.0,No Info,8610
Spicejet,2019-05-12,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No check-in baggage included,1965
Jet Airways,2019-03-21,Banglore,New Delhi,11:40:00,11:25:00,1425,1.0,In-flight meal not included,7832
Multiple Carriers,2019-06-24,Delhi,Cochin,10:00:00,21:00:00,660,1.0,No Info,13587
Multiple Carriers,2019-06-12,Delhi,Cochin,10:00:00,19:00:00,540,1.0,No Info,12192
Multiple Carriers,2019-06-06,Delhi,Cochin,10:20:00,19:15:00,535,1.0,No Info,8266
Indigo,2019-05-18,Chennai,Kolkata,22:05:00,00:25:00,140,0.0,No Info,5277
Jet Airways,2019-05-06,Kolkata,Banglore,20:25:00,18:00:00,1295,1.0,In-flight meal not included,9314
Spicejet,2019-03-27,Delhi,Cochin,15:55:00,21:55:00,360,1.0,No Info,5111
Jet Airways,2019-06-12,Delhi,Cochin,14:00:00,19:00:00,300,1.0,In-flight meal not included,10262
Air Asia,2019-06-06,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No Info,4483
Indigo,2019-05-27,Delhi,Cochin,10:35:00,01:30:00,895,1.0,No Info,6104
Indigo,2019-05-27,Delhi,Cochin,04:55:00,21:00:00,965,1.0,No Info,8784
Vistara,2019-06-06,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No Info,4668
Vistara,2019-03-24,Kolkata,Banglore,09:55:00,18:45:00,530,1.0,No Info,16092
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,09:20:00,1610,1.0,In-flight meal not included,9663
Vistara,2019-05-12,Delhi,Cochin,14:40:00,17:50:00,190,0.0,No Info,6216
Jet Airways,2019-04-27,Banglore,Delhi,17:45:00,20:45:00,180,0.0,No Info,7229
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,12:00:00,1025,1.0,In-flight meal not included,7064
Multiple Carriers,2019-05-21,Delhi,Cochin,06:00:00,21:00:00,900,1.0,No Info,7485
Jet Airways,2019-06-24,Banglore,Delhi,07:10:00,10:10:00,180,0.0,No Info,8016
Jet Airways,2019-06-24,Delhi,Cochin,18:15:00,04:25:00,610,1.0,In-flight meal not included,10262
Spicejet,2019-06-24,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No Info,3625
Jet Airways,2019-06-03,Delhi,Cochin,02:15:00,12:35:00,620,1.0,No Info,14714
Air India,2019-05-18,Kolkata,Banglore,09:25:00,21:50:00,745,1.0,No Info,8366
Jet Airways,2019-06-24,Delhi,Cochin,16:00:00,19:00:00,1620,1.0,In-flight meal not included,10262
Indigo,2019-05-09,Kolkata,Banglore,15:15:00,20:30:00,315,1.0,No Info,4565
Jet Airways,2019-03-18,Banglore,New Delhi,16:55:00,08:15:00,920,1.0,No Info,13555
Multiple Carriers,2019-03-27,Delhi,Cochin,08:25:00,19:15:00,650,1.0,No Info,8601
Indigo,2019-04-09,Delhi,Cochin,15:00:00,01:30:00,630,1.0,No Info,6270
Jet Airways,2019-04-01,Kolkata,Banglore,14:05:00,22:35:00,510,1.0,No Info,13364
Indigo,2019-04-03,Banglore,Delhi,06:05:00,08:50:00,165,0.0,No Info,4077
Jet Airways,2019-06-03,Delhi,Cochin,19:45:00,12:35:00,1010,1.0,No Info,14714
Spicejet,2019-05-15,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No check-in baggage included,3573
Jet Airways,2019-06-27,Delhi,Cochin,19:45:00,19:00:00,1395,1.0,In-flight meal not included,10262
Jet Airways,2019-06-03,Delhi,Cochin,09:00:00,12:35:00,1655,1.0,In-flight meal not included,10262
Spicejet,2019-05-15,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No check-in baggage included,1965
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,12:00:00,1170,1.0,No Info,13044
